1.53E-05,0.012713021,0.012713021,0.993643489,0.970563654,0.985171694,0.247356208,0
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000713526,0.000713526,0.999643237,0.998548099,0.999273786,0.034365327,0
1.53E-05,0.00134484,0.00134484,0.99932758,0.997210503,0.998604277,0.070249079,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.002576981,0.002576981,0.998711509,0.994723098,0.997358058,0.047952185,0
1.53E-05,0.00052357,0.00052357,0.999738215,0.998953271,0.999476498,-0.000261854,0
1.53E-05,0.001878864,0.001878864,0.999060568,0.996155526,0.998075911,0.045934641,0
1.53E-05,0.001514341,0.001514341,0.99924283,0.996764748,0.998381062,0.121265986,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000123193,0.000123193,0.999938404,0.999753637,0.999876811,-6.16E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000118046,0.000118046,0.999940977,0.999758782,0.999879384,0.04160764,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.013413587,0.013413587,0.993293207,0.494638461,0.703289683,0.972732132,0
1.53E-05,0.007774012,0.007774012,0.996112994,0.980347932,0.990125116,0.349080954,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,0
1.53E-05,0.000230987,0.000230987,0.999884507,0.999522711,0.999761327,0.062384492,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.001514341,0.001514341,0.99924283,0.996764748,0.998381062,0.121265986,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,8.73E-05,8.73E-05,0.999956366,0.999820349,0.99991017,0.055511919,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.00106263,0.00106263,0.999468685,0.997830382,0.998914601,0.041135057,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000811067,0.000811067,0.999594466,0.998358385,0.999178855,0.024285656,0
1.53E-05,0.000123193,0.000123193,0.999938404,0.999753637,0.999876811,-6.16E-05,0
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,0
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000184789,0.000184789,0.999907605,0.999630472,0.999815219,-9.24E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000479966,0.000479966,0.999760017,0.999027614,0.999513689,0.025801624,0
1.53E-05,0.000172004,0.000172004,0.999913998,0.999643254,0.999821611,0.069358435,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,0
1.53E-05,0.00134484,0.00134484,0.99932758,0.997210503,0.998604277,0.070249079,0
1.53E-05,0.000200173,0.000200173,0.999899913,0.999599713,0.999799837,-0.000100097,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000215588,0.000215588,0.999892206,0.999568894,0.999784424,-0.000107805,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,9.24E-05,9.24E-05,0.999953803,0.999815223,0.999907607,-4.62E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000123193,0.000123193,0.999938404,0.999753637,0.999876811,-6.16E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000123193,0.000123193,0.999938404,0.999753637,0.999876811,-6.16E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000171984,0.000171984,0.999914008,0.999643274,0.999821621,0.069358445,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,9.24E-05,9.24E-05,0.999953803,0.999815223,0.999907607,-4.62E-05,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000382536,0.000382536,0.999808732,0.99918653,0.999593182,0.112903929,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,0.000300273,0.000300273,0.999849864,0.999391883,0.999695895,0.02484984,0
1.53E-05,0.000328558,0.000328558,0.999835721,0.999332827,0.999666358,0.030138723,0
1.53E-05,0.001455419,0.001455419,0.999272291,0.99700798,0.998502868,0.05427173,0
1.53E-05,0.000608265,0.000608265,0.999695867,0.99877633,0.999387978,0.012195774,0
1.53E-05,0,0,1,1,1,1,0
1.53E-05,5.90E-05,5.90E-05,0.999970478,0.999879366,0.999939681,0.041637144,1
1.53E-05,3.72E-05,3.72E-05,0.999981415,0.999925661,0.99996283,0.083314748,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000775143,0.000775143,0.999612429,0.998425026,0.999212202,0.031663555,1
1.53E-05,0.00075484,0.00075484,0.99962258,0.998322221,0.999160757,0.182955739,1
1.53E-05,0.003627926,0.003627926,0.998186037,0.991592516,0.99578735,0.243373975,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.002181851,0.002181851,0.998909075,0.995484997,0.997739943,0.066890252,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.001863889,0.001863889,0.999068056,0.99534091,0.99766773,0.334231583,1
1.53E-05,0.005160885,0.005160885,0.997419557,0.987234674,0.993596784,0.312534222,1
1.53E-05,0.002682282,0.002682282,0.998658859,0.994495506,0.997243953,0.052098985,1
1.53E-05,0.007987247,0.007987247,0.996006377,0.975817051,0.987834491,0.493156481,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000148865,0.000148865,0.999925568,0.999697178,0.999848578,0.033258895,1
1.53E-05,0.007173328,0.007173328,0.996413336,0.958327351,0.978941611,0.792539979,1
1.53E-05,0.000272078,0.000272078,0.999863961,0.999450851,0.999725388,0.018382461,1
1.53E-05,0.000628881,0.000628881,0.999685559,0.998694185,0.999346879,0.07165515,1
1.53E-05,0.000721175,0.000721175,0.999639412,0.998545604,0.999272537,0.017000391,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.004671614,0.004671614,0.997664193,0.990434678,0.995205841,0.049741756,1
1.53E-05,0.000204033,0.000204033,0.999897983,0.999591996,0.999795977,-0.000102027,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.002210085,0.002210085,0.998894957,0.995114524,0.997554246,0.168147187,1
1.53E-05,0.002931231,0.002931231,0.998534385,0.994002299,0.996996637,0.046865457,1
1.53E-05,0.004050402,0.004050402,0.997974799,0.991663581,0.995823062,0.058684709,1
1.53E-05,0.00208433,0.00208433,0.998957835,0.995630781,0.997812997,0.089547874,1
1.53E-05,0.001837954,0.001837954,0.999081023,0.996104097,0.998050144,0.10853281,1
1.53E-05,0.001098614,0.001098614,0.999450693,0.99757916,0.998788844,0.169992964,1
1.53E-05,0.000153991,0.000153991,0.999923004,0.999692053,0.999846015,-7.70E-05,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0.000675109,0.000675109,0.999662445,0.998617241,0.999308381,0.046763775,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.001863889,0.001863889,0.999068056,0.99534091,0.99766773,0.334231583,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000274631,0.000274631,0.999862684,0.999448299,0.999724111,0.009121925,1
1.53E-05,0.030379065,0.030379065,0.984810468,0.831244779,0.911719537,0.782123787,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.004671614,0.004671614,0.997664193,0.990434678,0.995205841,0.049741756,1
1.53E-05,0.000204033,0.000204033,0.999897983,0.999591996,0.999795977,-0.000102027,1
1.53E-05,0.000305409,0.000305409,0.999847295,0.999386749,0.999693328,0.008180605,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.004812603,0.004812603,0.997593698,0.990116293,0.995045868,0.055357894,1
1.53E-05,0.002931231,0.002931231,0.998534385,0.994002299,0.996996637,0.046865457,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000962576,0.000962576,0.999518712,0.998022531,0.999010775,0.05254877,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.003190634,0.003190634,0.998404683,0.993437513,0.996713351,0.056735309,1
1.53E-05,0.000831734,0.000831734,0.999584133,0.998214676,0.999106938,0.128616193,1
1.53E-05,9.24E-05,9.24E-05,0.999953803,0.999815223,0.999907607,-4.62E-05,1
1.53E-05,0.004348767,0.004348767,0.997825617,0.990754707,0.9953666,0.115528578,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.00012064,0.00012064,0.99993968,0.999756189,0.999878087,0.02077301,1
1.53E-05,0.001214189,0.001214189,0.999392905,0.997463845,0.998731117,0.082725836,1
1.53E-05,0.000143769,0.000143769,0.999928116,0.999702273,0.999851125,0.066594777,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,1
1.53E-05,0.006961521,0.006961521,0.996519239,0.975021997,0.987431827,0.614871207,1
1.53E-05,0.000392688,0.000392688,0.999803656,0.99920717,0.999603506,0.019034386,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.001722309,0.001722309,0.999138845,0.996342261,0.998169453,0.111571871,1
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,1
1.53E-05,0.000184789,0.000184789,0.999907605,0.999630472,0.999815219,-9.24E-05,1
1.53E-05,0.000700751,0.000700751,0.999649624,0.998530084,0.999264771,0.08964949,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000420993,0.000420993,0.999789503,0.999117319,0.999558562,0.088678344,1
1.53E-05,0.000184789,0.000184789,0.999907605,0.999630472,0.999815219,-9.24E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.002931231,0.002931231,0.998534385,0.994002299,0.996996637,0.046865457,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.001651147,0.001651147,0.999174427,0.996259564,0.998128021,0.211183365,1
1.53E-05,3.72E-05,3.72E-05,0.999981415,0.999925661,0.99996283,0.083314748,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.00040678,0.00040678,0.99979661,0.999179003,0.999589417,0.018552503,1
1.53E-05,0.006288693,0.006288693,0.996855653,0.986845357,0.993400891,0.089437312,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000236224,0.000236224,0.999881888,0.999486687,0.999743311,0.14803002,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0.001257753,0.001257753,0.999371124,0.997358876,0.998678564,0.09196328,1
1.53E-05,0.000153991,0.000153991,0.999923004,0.999692053,0.999846015,-7.70E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000800997,0.000800997,0.999599502,0.998214596,0.999106898,0.187099304,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.003208477,0.003208477,0.998395762,0.990784241,0.995381368,0.467353486,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.000551906,0.000551906,0.999724047,0.998863405,0.999431541,0.05674151,1
1.53E-05,0.000184789,0.000184789,0.999907605,0.999630472,0.999815219,-9.24E-05,1
1.53E-05,0.000179653,0.000179653,0.999910174,0.999635607,0.999817787,0.027687943,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.002756684,0.002756684,0.998621658,0.994267971,0.997129864,0.075939183,1
1.53E-05,0.001257753,0.001257753,0.999371124,0.997358876,0.998678564,0.09196328,1
1.53E-05,0.0049158,0.0049158,0.9975421,0.989396415,0.994684062,0.139560128,1
1.53E-05,0.000266911,0.000266911,0.999866544,0.999456015,0.99972797,0.036903563,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.00208433,0.00208433,0.998957835,0.995630781,0.997812997,0.089547874,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,5.90E-05,5.90E-05,0.999970478,0.999879366,0.999939681,0.041637144,1
1.53E-05,0.000723809,0.000723809,0.999638096,0.998537832,0.999268648,0.020471295,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.012802144,0.012802144,0.993598928,0.96302284,0.981337046,0.461726326,1
1.53E-05,0.000146312,0.000146312,0.999926844,0.99969973,0.999849854,0.049926838,1
1.53E-05,0.00316365,0.00316365,0.998418175,0.990522306,0.995249836,0.500031261,1
1.53E-05,0.002867686,0.002867686,0.998566157,0.993543724,0.996766623,0.202979522,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0.004599533,0.004599533,0.997700234,0.985066935,0.992505258,0.556120146,1
1.53E-05,0,0,1,1,1,1,1
1.53E-05,0,0,1,1,1,1,1
